後れる	おくれる	Être en retard			<span class="kanji">後<span class="furigana">おく</span></span>れる			
以後	いご	Par la suite; depuis lors			<span class="kanji">以後<span class="furigana">いご</span></span>			
前後	ぜんご	Environ; avant et arrière			<span class="kanji">前後<span class="furigana">ぜんご</span></span>			
明後日	あさって、みょうごにち	Après-demain			<span class="kanji">明後日<span class="furigana">あさって</span></span>			
その後	そのご	Ensuite, plus tard			その<span class="kanji">後<span class="furigana">ご</span></span>			
午前	ごぜん	Matinée, matin			<span class="kanji">午前<span class="furigana">ごぜん</span></span>			
午後	ごご	Après-midi			<span class="kanji">午後<span class="furigana">ごご</span></span>			
午前中	ごぜんちゅう	Dans la matinée			<span class="kanji">午前中<span class="furigana">ごぜんちゅう</span></span>			
午後４時	ごごよじ	4 heures de l'après-midi			<span class="kanji">午後４時<span class="furigana">ごごよじ</span></span>			
午前も午後も	ごぜんもごごも	Le matin et l'après-midi			<span class="kanji">午前<span class="furigana">ごぜん</span></span>も<span class="kanji">午後<span class="furigana">ごご</span></span>も			
先	さき	Plus tôt; précédent; priorité; futur; destination; pointe			<span class="kanji">先<span class="furigana">さき</span></span>			
先日	せんじつ	Récemment; l'autre jour			<span class="kanji">先日<span class="furigana">せんじつ</span></span>			
先月	せんげつ	Le mois dernier			<span class="kanji">先月<span class="furigana">せんげつ</span></span>			
先々月	せんせんげつ	Il y a deux mois			<span class="kanji">先々月<span class="furigana">せんせんげつ</span></span>			
先生	せんせい	Professeur; maître; (honorifique)			<span class="kanji">先生<span class="furigana">せんせい</span></span>			
今	いま	Maintenant			<span class="kanji">今<span class="furigana">いま</span></span>			
今日	こんにち、きょう	Aujourd'hui			<span class="kanji">今日<span class="furigana">きょう</span></span>			
今月	こんげつ	Ce mois			<span class="kanji">今月<span class="furigana">こんげつ</span></span>			
今年	ことし	Cette année			<span class="kanji">今年<span class="furigana">ことし</span></span>			
今後	こんご	Désormais, à partir de maintenant			<span class="kanji">今後<span class="furigana">こんご</span></span>			
今ごろ	いまごろ	À cette heure; à cette époque			<span class="kanji">今<span class="furigana">いま</span></span>ごろ			
入る	はいる	Entrer, pénétrer			<span class="kanji">入<span class="furigana">はい</span></span>る			
入る	いる	Entrer, pénétrer			<span class="kanji">入<span class="furigana">い</span></span>る			
入れる	いれる	Insérer; mettre; introduire; accepter			<span class="kanji">入<span class="furigana">い</span></span>れる			
入国	にゅうこく	Entrée (dans un pays)			<span class="kanji">入国<span class="furigana">にゅうこく</span></span>			
金入れ	かねいれ	Bourse, porte-monnaie			<span class="kanji">金入<span class="furigana">かねい</span></span>れ			
日の入り	ひのいり	Coucher du soleil			<span class="kanji">日<span class="furigana">ひ</span></span>の<span class="kanji">入<span class="furigana">い</span></span>り			
入り日	いりひ	Soleil couchant			<span class="kanji">入<span class="furigana">い</span></span>り<span class="kanji">日<span class="furigana">ひ</span></span>			
出す	だす	Sortir; envoyer; payer			<span class="kanji">出<span class="furigana">だ</span></span>す			
出る	でる	Sortir; paraître; prendre part; se produire			<span class="kanji">出<span class="furigana">で</span></span>る			
出火	しゅっか	Déclaration d'incendie			<span class="kanji">出火<span class="furigana">しゅっか</span></span>			
出入り	でいり	Entrées et sorties; fréquentation			<span class="kanji">出入<span class="furigana">でい</span></span>り			
人出	ひとで	Affluence, foule			<span class="kanji">人出<span class="furigana">ひとで</span></span>			
日の出	ひので	Lever du soleil			<span class="kanji">日<span class="furigana">ひ</span></span>の<span class="kanji">出<span class="furigana">で</span></span>			
口	くち	Bouche			<span class="kanji">口<span class="furigana">くち</span></span>			
人口	じんこう	Population			<span class="kanji">人口<span class="furigana">じんこう</span></span>			
入(り)口	いりぐち	Entrée			<span class="kanji">入<span class="furigana">い</span></span>(り)<span class="kanji">口<span class="furigana">ぐち</span></span>			
出口	でぐち	Sortie			<span class="kanji">出口<span class="furigana">でぐち</span></span>			
川口	かわぐち	Embouchure, estuaire			<span class="kanji">川口<span class="furigana">かわぐち</span></span>			
口出し	くちだし	Ingérence, immixtion			<span class="kanji">口出<span class="furigana">くちだ</span></span>し			
目	め	Oeil; (suffixe pour nb. ordinaux)			<span class="kanji">目<span class="furigana">め</span></span>			
一目	いちもく、ひとめ	Coup d'oeil			<span class="kanji">一目<span class="furigana">ひとめ</span></span>			
目上	めうえ	Supérieur (hiérarchique)			<span class="kanji">目上<span class="furigana">めうえ</span></span>			
目下	めした	Inférieur, subordonné			<span class="kanji">目下<span class="furigana">めした</span></span>			
目下	もっか	Actuellement, pour le moment			<span class="kanji">目下<span class="furigana">もっか</span></span>			
三日目	さんにちめ	Le/au troisième jour			<span class="kanji">三日目<span class="furigana">さんにちめ</span></span>			
耳	みみ	Oreille			<span class="kanji">耳<span class="furigana">みみ</span></span>			
耳目	じもく	Oeil et oreille; attention			<span class="kanji">耳目<span class="furigana">じもく</span></span>			
中耳	ちゅうじ	Tympan			<span class="kanji">中耳<span class="furigana">ちゅうじ</span></span>			
耳朶	みみたぶ	Lobe de l'oreille			<span class="kanji">耳朶<span class="furigana">みみたぶ</span></span>			
手	て	Main			<span class="kanji">手<span class="furigana">て</span></span>			
上手	じょうず	Adroit, bon			<span class="kanji">上手<span class="furigana">じょうず</span></span>			
下手	へた	Malhabile, faible			<span class="kanji">下手<span class="furigana">へた</span></span>			
手本	てほん	Modèle, exemple			<span class="kanji">手本<span class="furigana">てほん</span></span>			
切手	きって	Timbre			<span class="kanji">切手<span class="furigana">きって</span></span>			
小切手	こぎって	Chèque			<span class="kanji">小切手<span class="furigana">こぎって</span></span>			
足	あし	Pied, jambe, patte; pas			<span class="kanji">足<span class="furigana">あし</span></span>			
足	ソク	Numéral pour chaussures			<span class="kanji">足<span class="furigana">ソク</span></span>			
足る	たる	Suffire, être suffisant			<span class="kanji">足<span class="furigana">た</span></span>る			
足りる	たりる	Suffire, être suffisant			<span class="kanji">足<span class="furigana">た</span></span>りる			
足す	たす	Ajouter			<span class="kanji">足<span class="furigana">た</span></span>す			
身	み	Corps, personne; chair			<span class="kanji">身<span class="furigana">み</span></span>			
身上	しんじょう	Mérite, qualité, point fort			<span class="kanji">身上<span class="furigana">しんじょう</span></span>			
身上	しんしょう	Fortune, biens			<span class="kanji">身上<span class="furigana">しんしょう</span></span>			
出身	しゅっしん	Originaire de			<span class="kanji">出身<span class="furigana">しゅっしん</span></span>			
前身	ぜんしん	Antécédents, passé; vie antérieure			<span class="kanji">前身<span class="furigana">ぜんしん</span></span>			
身分	みぶん	Statut social, condition			<span class="kanji">身分<span class="furigana">みぶん</span></span>			
休む	やすむ	Se reposer/se détendre; prendre un jour de congé			<span class="kanji">休<span class="furigana">やす</span></span>む			
休める	やすめる	Mettre au repos			<span class="kanji">休<span class="furigana">やす</span></span>める			
休まる	やすまる	Être reposé/soulagé			<span class="kanji">休<span class="furigana">やす</span></span>まる			
休日	きゅうじつ	Jour férié, congé			<span class="kanji">休日<span class="furigana">きゅうじつ</span></span>			
休火山	きゅうかざん	Volcan éteint			<span class="kanji">休火山<span class="furigana">きゅうかざん</span></span>			
一休み	ひとやすみ	Pause, repos			<span class="kanji">一休<span class="furigana">ひとやす</span></span>み			
中休み	なかやすみ	Répit, interruption			<span class="kanji">中休<span class="furigana">なかやす</span></span>み			
体	からだ	Corps			<span class="kanji">体<span class="furigana">からだ</span></span>			
身体	しんたい、からだ	Corps			<span class="kanji">身体<span class="furigana">からだ</span></span>			
人体	じんたい	Le corps humain			<span class="kanji">人体<span class="furigana">じんたい</span></span>			
五体	ごたい	Le corps entier			<span class="kanji">五体<span class="furigana">ごたい</span></span>			
大体	だいたい	Points essentiels; en gros			<span class="kanji">大体<span class="furigana">だいたい</span></span>			
風体	ふうてい、ふうたい	Tenue, mine, apparence			<span class="kanji">風体<span class="furigana">ふうてい、ふうたい</span></span>			
自ら	みずから	Soi-même			<span class="kanji">自<span class="furigana">みずか</span></span>ら			
自分	じぶん	Soi-même; de soi, à soi			<span class="kanji">自分<span class="furigana">じぶん</span></span>			
自身	じしん	Soi-même; en personne			<span class="kanji">自身<span class="furigana">じしん</span></span>			
